Timestamp,Museum of Natural History Temp,Museum of Natural History Humidity,0011-BROWNING BLDG Power Meter 300033 Current C,"0011-BROWNING BLDG Power Meter 300033 Watts, 3-Ph total",0011-BROWNING BLDG Power Meter 300033 Current B,0011-BROWNING BLDG Power Meter 300033 Current A,"0011-BROWNING BLDG Power Meter 300033 W-hours, Received"
2017-04-20T21:50:00-06:00 Denver,38.875999450683594°F,,,,,,
2017-04-20T21:55:00-06:00 Denver,38.821998596191406°F,,,,,,
2017-04-20T22:00:00-06:00 Denver,38.821998596191406°F,,,,,,
2017-04-20T22:05:00-06:00 Denver,39.055999755859375°F,,,,,,
2017-04-20T22:10:00-06:00 Denver,38.98400115966797°F,,,,,,
2017-04-20T22:20:00-06:00 Denver,38.89400100708008°F,,,,,,
2017-04-20T22:25:00-06:00 Denver,38.731998443603516°F,,,,,,
2017-04-20T22:30:00-06:00 Denver,38.641998291015625°F,,,,,,
2017-04-20T22:35:00-06:00 Denver,38.731998443603516°F,,,,,,
2017-04-20T22:40:00-06:00 Denver,38.84000015258789°F,,,,,,
2017-04-20T22:45:00-06:00 Denver,39.00199890136719°F,,,,,,
2017-04-20T22:50:00-06:00 Denver,39.00199890136719°F,,,,,,
2017-04-20T22:55:00-06:00 Denver,39.11000061035156°F,,,,,,
2017-04-20T23:00:00-06:00 Denver,39.02000045776367°F,,,,,,
2017-04-20T23:05:00-06:00 Denver,39.03799819946289°F,,,,,,
2017-04-20T23:10:00-06:00 Denver,38.93000030517578°F,,,,,,
2017-04-20T23:15:00-06:00 Denver,38.75°F,,,,,,
2017-04-20T23:20:00-06:00 Denver,38.534000396728516°F,,,,,,
2017-04-20T23:25:00-06:00 Denver,38.46200180053711°F,,,,,,
2017-04-20T23:30:00-06:00 Denver,38.51599884033203°F,,,,,,
2017-04-20T23:35:00-06:00 Denver,38.46200180053711°F,,,,,,
2017-04-20T23:40:00-06:00 Denver,38.37200164794922°F,,,,,,
2017-04-20T23:45:00-06:00 Denver,38.31800079345703°F,,,,,,
2017-04-20T23:50:00-06:00 Denver,38.17399978637695°F,,,,,,
2017-04-20T23:55:00-06:00 Denver,38.24599838256836°F,,,,,,
2017-04-21T00:00:00-06:00 Denver,38.33599853515625°F,,238.70377461115518A,3.525653123855591kW,257.0518078804016A,240.39542055130005A,9.989990234375kWh
2017-04-21T00:05:00-06:00 Denver,38.42599868774414°F,,,,,,
2017-04-21T00:10:00-06:00 Denver,38.46200180053711°F,,,,,,
2017-04-21T00:15:00-06:00 Denver,38.444000244140625°F,,,,,,
2017-04-21T00:20:00-06:00 Denver,38.49800109863281°F,,,,,,
2017-04-21T00:25:00-06:00 Denver,38.444000244140625°F,,,,,,
2017-04-21T00:30:00-06:00 Denver,38.49800109863281°F,,,,,,
2017-04-21T00:35:00-06:00 Denver,38.46200180053711°F,,,,,,
2017-04-21T00:40:00-06:00 Denver,38.444000244140625°F,,,,,,
2017-04-21T00:45:00-06:00 Denver,38.51599884033203°F,,,,,,
2017-04-21T00:50:00-06:00 Denver,38.56999969482422°F,,,,,,
2017-04-21T00:55:00-06:00 Denver,38.37200164794922°F,,,,,,
2017-04-21T01:00:00-06:00 Denver,38.263999938964844°F,,,,,,
2017-04-21T01:05:00-06:00 Denver,38.444000244140625°F,,,,,,
2017-04-21T01:10:00-06:00 Denver,38.60599899291992°F,,,,,,
2017-04-21T01:15:00-06:00 Denver,38.51599884033203°F,,,,,,
2017-04-21T01:20:00-06:00 Denver,38.624000549316406°F,,,,,,
2017-04-21T01:25:00-06:00 Denver,38.69599914550781°F,,,,,,
2017-04-21T01:30:00-06:00 Denver,38.768001556396484°F,,,,,,
2017-04-21T01:35:00-06:00 Denver,38.56999969482422°F,,,,,,
2017-04-21T01:40:00-06:00 Denver,38.19200134277344°F,,,,,,
2017-04-21T01:45:00-06:00 Denver,37.36399841308594°F,,,,,,
2017-04-21T01:50:00-06:00 Denver,35.92399978637695°F,,,,,,
2017-04-21T01:55:00-06:00 Denver,35.402000427246094°F,,,,,,
2017-04-21T02:00:00-06:00 Denver,34.987998962402344°F,,,,,,
2017-04-21T02:05:00-06:00 Denver,34.86199951171875°F,,,,,,
2017-04-21T02:10:00-06:00 Denver,34.95199966430664°F,,,,,,
2017-04-21T02:15:00-06:00 Denver,34.987998962402344°F,,,,,,
2017-04-21T02:20:00-06:00 Denver,35.2400016784668°F,,,,,,
2017-04-21T02:25:00-06:00 Denver,35.56399917602539°F,,,,,,
2017-04-21T02:30:00-06:00 Denver,35.94200134277344°F,,,,,,
2017-04-21T02:35:00-06:00 Denver,36.06800079345703°F,,,,,,
2017-04-21T02:40:00-06:00 Denver,36.22999954223633°F,,,,,,
2017-04-21T02:45:00-06:00 Denver,36.44599914550781°F,,,,,,
2017-04-21T02:50:00-06:00 Denver,36.5359992980957°F,,,,,,
2017-04-21T02:55:00-06:00 Denver,36.78799819946289°F,,,,,,
2017-04-21T03:00:00-06:00 Denver,36.986000061035156°F,,,,,,
2017-04-21T03:05:00-06:00 Denver,36.96799850463867°F,,,,,,
2017-04-21T03:10:00-06:00 Denver,36.895999908447266°F,,,,,,
2017-04-21T03:15:00-06:00 Denver,36.986000061035156°F,,,,,,
2017-04-21T03:20:00-06:00 Denver,37.20199966430664°F,,,,,,
2017-04-21T03:25:00-06:00 Denver,37.20199966430664°F,,,,,,
2017-04-21T03:30:00-06:00 Denver,37.09400177001953°F,,,,,,
2017-04-21T03:35:00-06:00 Denver,37.130001068115234°F,,,,,,
2017-04-21T03:40:00-06:00 Denver,37.310001373291016°F,,,,,,
2017-04-21T03:45:00-06:00 Denver,37.5260009765625°F,,,,,,
2017-04-21T03:50:00-06:00 Denver,37.652000427246094°F,,,,,,
2017-04-21T03:55:00-06:00 Denver,37.70600128173828°F,,,,,,
2017-04-21T04:00:00-06:00 Denver,37.54399871826172°F,,,,,,
2017-04-21T04:05:00-06:00 Denver,37.652000427246094°F,,,,,,
2017-04-21T04:10:00-06:00 Denver,37.86800003051758°F,,,,,,
2017-04-21T04:15:00-06:00 Denver,38.15599822998047°F,,,,,,
2017-04-21T04:20:00-06:00 Denver,37.95800018310547°F,,,,,,
2017-04-21T04:25:00-06:00 Denver,37.6879997253418°F,,,,,,
2017-04-21T04:30:00-06:00 Denver,37.597999572753906°F,,,,,,
2017-04-21T04:35:00-06:00 Denver,37.61600112915039°F,,,,,,
2017-04-21T04:40:00-06:00 Denver,37.45399856567383°F,,,,,,
2017-04-21T04:45:00-06:00 Denver,37.38199996948242°F,,,,,,
2017-04-21T04:50:00-06:00 Denver,37.7239990234375°F,,,,,,
2017-04-21T04:55:00-06:00 Denver,37.507999420166016°F,,,,,,
2017-04-21T05:00:00-06:00 Denver,37.38199996948242°F,,,,,,
2017-04-21T05:05:00-06:00 Denver,37.5620002746582°F,,,,,,
2017-04-21T05:10:00-06:00 Denver,37.597999572753906°F,,,,,,
2017-04-21T05:15:00-06:00 Denver,37.4900016784668°F,,,,,,
2017-04-21T05:20:00-06:00 Denver,37.29199981689453°F,,,,,,
2017-04-21T05:25:00-06:00 Denver,37.400001525878906°F,,,,,,
2017-04-21T05:30:00-06:00 Denver,37.27399826049805°F,,,,,,
2017-04-21T05:35:00-06:00 Denver,36.986000061035156°F,,,,,,
2017-04-21T05:40:00-06:00 Denver,36.75199890136719°F,,,,,,
2017-04-21T05:45:00-06:00 Denver,36.4640007019043°F,,,,,,
2017-04-21T05:50:00-06:00 Denver,36.3380012512207°F,,,,,,
2017-04-21T05:55:00-06:00 Denver,36.17599868774414°F,,,,,,
2017-04-21T06:00:00-06:00 Denver,35.99599838256836°F,,,,,,
2017-04-21T06:05:00-06:00 Denver,35.97800064086914°F,,,,,,
2017-04-21T06:10:00-06:00 Denver,36.104000091552734°F,,,,,,
2017-04-21T06:15:00-06:00 Denver,36.12200164794922°F,,,,,,
2017-04-21T06:20:00-06:00 Denver,36.08599853515625°F,,,,,,
2017-04-21T06:25:00-06:00 Denver,36.104000091552734°F,,,,,,
2017-04-21T06:30:00-06:00 Denver,36.31999969482422°F,,,,,,
2017-04-21T06:35:00-06:00 Denver,36.55400085449219°F,,,,,,
2017-04-21T06:40:00-06:00 Denver,36.40999984741211°F,,,,,,
2017-04-21T06:45:00-06:00 Denver,36.301998138427734°F,,,,,,
2017-04-21T06:50:00-06:00 Denver,36.194000244140625°F,,,,,,
2017-04-21T06:55:00-06:00 Denver,36.17599868774414°F,,,,,,
2017-04-21T07:00:00-06:00 Denver,36.08599853515625°F,,,,,,
2017-04-21T07:05:00-06:00 Denver,36.12200164794922°F,,,,,,
2017-04-21T07:10:00-06:00 Denver,36.08599853515625°F,,,,,,
2017-04-21T07:15:00-06:00 Denver,36.17599868774414°F,,,,,,
2017-04-21T07:20:00-06:00 Denver,36.26599884033203°F,,,,,,
2017-04-21T07:25:00-06:00 Denver,36.31999969482422°F,,,,,,
2017-04-21T07:30:00-06:00 Denver,36.24800109863281°F,,,,,,
2017-04-21T07:35:00-06:00 Denver,36.4640007019043°F,,,,,,
2017-04-21T07:40:00-06:00 Denver,36.75199890136719°F,,,,,,
2017-04-21T07:45:00-06:00 Denver,36.895999908447266°F,,,,,,
2017-04-21T07:50:00-06:00 Denver,36.95000076293945°F,,,,,,
2017-04-21T07:55:00-06:00 Denver,36.986000061035156°F,,,,,,
2017-04-21T08:00:00-06:00 Denver,36.96799850463867°F,,,,,,
2017-04-21T08:05:00-06:00 Denver,36.91400146484375°F,,,,,,
2017-04-21T08:10:00-06:00 Denver,36.35599899291992°F,,,,,,
2017-04-21T08:15:00-06:00 Denver,35.92399978637695°F,,,,,,
2017-04-21T08:20:00-06:00 Denver,35.85200119018555°F,,,,,,
2017-04-21T08:25:00-06:00 Denver,35.816001892089844°F,,,,,,
2017-04-21T08:30:00-06:00 Denver,35.582000732421875°F,,,,,,
2017-04-21T08:35:00-06:00 Denver,35.65399932861328°F,,,,,,
2017-04-21T08:40:00-06:00 Denver,35.672000885009766°F,,,,,,
2017-04-21T08:45:00-06:00 Denver,35.689998626708984°F,,,,,,
2017-04-21T08:50:00-06:00 Denver,35.56399917602539°F,,,,,,
2017-04-21T08:55:00-06:00 Denver,35.61800003051758°F,,,,,,
2017-04-21T09:00:00-06:00 Denver,35.65399932861328°F,,,,,,
2017-04-21T09:05:00-06:00 Denver,35.816001892089844°F,,,,,,
2017-04-21T09:10:00-06:00 Denver,35.72600173950195°F,,,,,,
2017-04-21T09:15:00-06:00 Denver,35.90599822998047°F,,,,,,
2017-04-21T09:20:00-06:00 Denver,36.391998291015625°F,,,,,,
2017-04-21T09:25:00-06:00 Denver,36.93199920654297°F,,,,,,
2017-04-21T09:30:00-06:00 Denver,37.237998962402344°F,,,,,,
2017-04-21T09:35:00-06:00 Denver,37.4900016784668°F,,,,,,
2017-04-21T09:40:00-06:00 Denver,38.17399978637695°F,,,,,,
2017-04-21T09:45:00-06:00 Denver,38.37200164794922°F,,,,,,
2017-04-21T09:50:00-06:00 Denver,38.51599884033203°F,,,,,,
2017-04-21T09:55:00-06:00 Denver,38.47999954223633°F,,,,,,
2017-04-21T10:00:00-06:00 Denver,38.731998443603516°F,,,,,,
2017-04-21T10:05:00-06:00 Denver,39.32600021362305°F,,,,,,
2017-04-21T10:10:00-06:00 Denver,39.63199996948242°F,,,,,,
2017-04-21T10:15:00-06:00 Denver,39.86600112915039°F,,,,,,
2017-04-21T10:20:00-06:00 Denver,40.47800064086914°F,,,,,,
2017-04-21T10:25:00-06:00 Denver,40.801998138427734°F,,,,,,
2017-04-21T10:30:00-06:00 Denver,40.76599884033203°F,,,,,,
2017-04-21T10:35:00-06:00 Denver,40.11800003051758°F,,,,,,
2017-04-21T10:40:00-06:00 Denver,40.13600158691406°F,,,,,,
2017-04-21T10:45:00-06:00 Denver,40.33399963378906°F,,,,,,
2017-04-21T10:50:00-06:00 Denver,40.76599884033203°F,,,,,,
2017-04-21T10:55:00-06:00 Denver,40.49599838256836°F,,,,,,
2017-04-21T11:00:00-06:00 Denver,40.62200164794922°F,,,,,,
2017-04-21T11:05:00-06:00 Denver,41.55799865722656°F,,,,,,
2017-04-21T11:10:00-06:00 Denver,41.917999267578125°F,,,,,,
2017-04-21T11:15:00-06:00 Denver,43.2140007019043°F,,,,,,
2017-04-21T11:20:00-06:00 Denver,42.13399887084961°F,,,,,,
2017-04-21T11:25:00-06:00 Denver,42.29600143432617°F,,,,,,
2017-04-21T11:30:00-06:00 Denver,42.69200134277344°F,,,,,,
2017-04-21T11:35:00-06:00 Denver,43.10599899291992°F,,,,,,
2017-04-21T11:40:00-06:00 Denver,42.007999420166016°F,,,,,,
2017-04-21T11:45:00-06:00 Denver,41.540000915527344°F,,,,,,
2017-04-21T11:50:00-06:00 Denver,43.06999969482422°F,,,,,,
2017-04-21T11:55:00-06:00 Denver,44.869998931884766°F,,,,,,
2017-04-21T12:00:00-06:00 Denver,44.347999572753906°F,,,,,,
2017-04-21T12:05:00-06:00 Denver,43.268001556396484°F,,,,,,
2017-04-21T12:10:00-06:00 Denver,43.987998962402344°F,,,,,,
2017-04-21T12:15:00-06:00 Denver,44.38399887084961°F,,,,,,
2017-04-21T12:20:00-06:00 Denver,44.56399917602539°F,,,,,,
2017-04-21T12:25:00-06:00 Denver,42.99800109863281°F,,,,,,
2017-04-21T12:30:00-06:00 Denver,43.48400115966797°F,,,,,,
2017-04-21T12:35:00-06:00 Denver,45.3380012512207°F,,,,,,
2017-04-21T12:40:00-06:00 Denver,46.417999267578125°F,,,,,,
2017-04-21T12:45:00-06:00 Denver,47.08399963378906°F,,,,,,
2017-04-21T12:50:00-06:00 Denver,47.28200149536133°F,,,,,,
2017-04-21T12:55:00-06:00 Denver,46.88600158691406°F,,,,,,
2017-04-21T13:00:00-06:00 Denver,46.16600036621094°F,,,,,,
2017-04-21T13:05:00-06:00 Denver,44.88800048828125°F,,,,,,
2017-04-21T13:10:00-06:00 Denver,44.72600173950195°F,,,,,,
2017-04-21T13:15:00-06:00 Denver,46.183998107910156°F,,,,,,
2017-04-21T13:20:00-06:00 Denver,47.24599838256836°F,,,,,,
2017-04-21T13:25:00-06:00 Denver,46.99399948120117°F,,,,,,
2017-04-21T13:30:00-06:00 Denver,46.400001525878906°F,,,,,,
2017-04-21T13:35:00-06:00 Denver,46.88600158691406°F,,,,,,
2017-04-21T13:40:00-06:00 Denver,46.05799865722656°F,,,,,,
2017-04-21T13:45:00-06:00 Denver,46.45399856567383°F,,,,,,
2017-04-21T13:50:00-06:00 Denver,48.07400131225586°F,,,,,,
2017-04-21T13:55:00-06:00 Denver,47.40800094604492°F,,,,,,
2017-04-21T14:00:00-06:00 Denver,47.551998138427734°F,,,,,,
2017-04-21T14:05:00-06:00 Denver,47.5880012512207°F,,,,,,
2017-04-21T14:10:00-06:00 Denver,46.58000183105469°F,,,,,,
2017-04-21T14:15:00-06:00 Denver,45.87799835205078°F,,,,,,
2017-04-21T14:20:00-06:00 Denver,46.327999114990234°F,,,,,,
2017-04-21T14:25:00-06:00 Denver,47.37200164794922°F,,,,,,
2017-04-21T14:30:00-06:00 Denver,46.597999572753906°F,,,,,,
2017-04-21T14:35:00-06:00 Denver,45.93199920654297°F,,,,,,
2017-04-21T14:40:00-06:00 Denver,47.13800048828125°F,,,,,,
2017-04-21T14:45:00-06:00 Denver,47.029998779296875°F,,,,,,
2017-04-21T14:50:00-06:00 Denver,46.99399948120117°F,,,,,,
2017-04-21T14:55:00-06:00 Denver,47.31800079345703°F,,,,,,
2017-04-21T15:00:00-06:00 Denver,47.98400115966797°F,,,,,,
2017-04-21T15:05:00-06:00 Denver,49.33399963378906°F,,,,,,
2017-04-21T15:10:00-06:00 Denver,48.16400146484375°F,,,,,,
2017-04-21T15:15:00-06:00 Denver,48.50600051879883°F,,,,,,
2017-04-21T15:20:00-06:00 Denver,49.082000732421875°F,,,,,,
2017-04-21T15:25:00-06:00 Denver,48.95600128173828°F,,,,,,
2017-04-21T15:30:00-06:00 Denver,48.41600036621094°F,,,,,,
2017-04-21T15:35:00-06:00 Denver,48.63199996948242°F,,,,,,
2017-04-21T15:40:00-06:00 Denver,49.279998779296875°F,,,,,,
2017-04-21T15:45:00-06:00 Denver,48.63199996948242°F,,,,,,
2017-04-21T15:50:00-06:00 Denver,48.50600051879883°F,,,,,,
2017-04-21T15:55:00-06:00 Denver,48.61399841308594°F,,,,,,
2017-04-21T16:00:00-06:00 Denver,49.44200134277344°F,,,,,,
2017-04-21T16:05:00-06:00 Denver,51.007999420166016°F,,,,,,
2017-04-21T16:10:00-06:00 Denver,48.902000427246094°F,,,,,,
2017-04-21T16:15:00-06:00 Denver,48.18199920654297°F,,,,,,
2017-04-21T16:20:00-06:00 Denver,47.40800094604492°F,,,,,,
2017-04-21T16:25:00-06:00 Denver,48.902000427246094°F,,,,,,
2017-04-21T16:30:00-06:00 Denver,49.44200134277344°F,,,,,,
2017-04-21T16:35:00-06:00 Denver,50.125999450683594°F,,,,,,
2017-04-21T16:40:00-06:00 Denver,48.236000061035156°F,,,,,,
2017-04-21T16:45:00-06:00 Denver,48.757999420166016°F,,,,,,
2017-04-21T16:50:00-06:00 Denver,49.94599914550781°F,,,,,,
2017-04-21T16:55:00-06:00 Denver,49.189998626708984°F,,,,,,
2017-04-21T17:00:00-06:00 Denver,49.85599899291992°F,,,,,,
2017-04-21T17:05:00-06:00 Denver,49.58599853515625°F,,,,,,
2017-04-21T17:10:00-06:00 Denver,49.262001037597656°F,,,,,,
2017-04-21T17:15:00-06:00 Denver,50.305999755859375°F,,,,,,
2017-04-21T17:20:00-06:00 Denver,49.981998443603516°F,,,,,,
2017-04-21T17:25:00-06:00 Denver,49.459999084472656°F,,,,,,
2017-04-21T17:30:00-06:00 Denver,49.22600173950195°F,,,,,,
2017-04-21T17:35:00-06:00 Denver,49.262001037597656°F,,,,,,
2017-04-21T17:40:00-06:00 Denver,49.0099983215332°F,,,,,,
2017-04-21T17:45:00-06:00 Denver,50.25199890136719°F,,,,,,
2017-04-21T17:50:00-06:00 Denver,50.630001068115234°F,,,,,,
2017-04-21T17:55:00-06:00 Denver,52.268001556396484°F,,,,,,
2017-04-21T18:00:00-06:00 Denver,51.58399963378906°F,,,,,,
2017-04-21T18:05:00-06:00 Denver,50.88199996948242°F,,,,,,
2017-04-21T18:10:00-06:00 Denver,49.71200180053711°F,,,,,,
2017-04-21T18:15:00-06:00 Denver,49.53200149536133°F,,,,,,
2017-04-21T18:20:00-06:00 Denver,49.94599914550781°F,,,,,,
2017-04-21T18:25:00-06:00 Denver,49.13600158691406°F,,,,,,
2017-04-21T18:30:00-06:00 Denver,48.07400131225586°F,,,,,,
2017-04-21T18:35:00-06:00 Denver,47.69599914550781°F,,,,,,
2017-04-21T18:40:00-06:00 Denver,49.33399963378906°F,,,,,,
2017-04-21T18:45:00-06:00 Denver,50.27000045776367°F,,,,,,
2017-04-21T18:50:00-06:00 Denver,50.05400085449219°F,,,,,,
2017-04-21T18:55:00-06:00 Denver,50.50400161743164°F,,,,,,
2017-04-21T19:00:00-06:00 Denver,48.52399826049805°F,,,,,,
2017-04-21T19:05:00-06:00 Denver,47.65999984741211°F,,,,,,
2017-04-21T19:10:00-06:00 Denver,47.858001708984375°F,,,,,,
2017-04-21T19:15:00-06:00 Denver,47.858001708984375°F,,,,,,
2017-04-21T19:20:00-06:00 Denver,47.93000030517578°F,,,,,,
2017-04-21T19:25:00-06:00 Denver,48.03799819946289°F,,,,,,
2017-04-21T19:30:00-06:00 Denver,47.821998596191406°F,,,,,,
2017-04-21T19:35:00-06:00 Denver,47.98400115966797°F,,,,,,
2017-04-21T19:40:00-06:00 Denver,47.69599914550781°F,,,,,,
2017-04-21T19:45:00-06:00 Denver,47.65999984741211°F,,,,,,
2017-04-21T19:50:00-06:00 Denver,47.17399978637695°F,,,,,,
2017-04-21T19:55:00-06:00 Denver,47.066001892089844°F,,,,,,
2017-04-21T20:00:00-06:00 Denver,46.43600082397461°F,,,,,,
2017-04-21T20:05:00-06:00 Denver,45.84199905395508°F,,,,,,
2017-04-21T20:10:00-06:00 Denver,45.26599884033203°F,,,,,,
2017-04-21T20:15:00-06:00 Denver,44.90599822998047°F,,,,,,
2017-04-21T20:20:00-06:00 Denver,44.38399887084961°F,,,,,,
2017-04-21T20:25:00-06:00 Denver,43.75400161743164°F,,,,,,
2017-04-21T20:30:00-06:00 Denver,43.53799819946289°F,,,,,,
2017-04-21T20:35:00-06:00 Denver,43.2859992980957°F,,,,,,
2017-04-21T20:40:00-06:00 Denver,43.141998291015625°F,,,,,,
2017-04-21T20:45:00-06:00 Denver,42.83599853515625°F,,,,,,
2017-04-21T20:50:00-06:00 Denver,41.84600067138672°F,,,,,,
2017-04-21T20:55:00-06:00 Denver,40.874000549316406°F,,,,,,
2017-04-21T21:00:00-06:00 Denver,40.784000396728516°F,,,,,,
2017-04-21T21:05:00-06:00 Denver,40.8380012512207°F,,,,,,
2017-04-21T21:10:00-06:00 Denver,40.9640007019043°F,,,,,,
2017-04-21T21:15:00-06:00 Denver,40.72999954223633°F,,,,,,
2017-04-21T21:20:00-06:00 Denver,40.279998779296875°F,,,,,,
2017-04-21T21:25:00-06:00 Denver,39.9379997253418°F,,,,,,
2017-04-21T21:30:00-06:00 Denver,39.8120002746582°F,,,,,,
2017-04-21T21:35:00-06:00 Denver,39.650001525878906°F,,,,,,
2017-04-21T21:40:00-06:00 Denver,39.11000061035156°F,,,,,,
2017-04-21T21:45:00-06:00 Denver,39.21799850463867°F,,,,,,
2017-04-21T21:50:00-06:00 Denver,39.59600067138672°F,,,,,,
2017-04-21T21:55:00-06:00 Denver,40.06399917602539°F,,,,,,
2017-04-21T22:00:00-06:00 Denver,39.70399856567383°F,,,,,,
2017-04-21T22:05:00-06:00 Denver,39.61399841308594°F,,,,,,
2017-04-21T22:10:00-06:00 Denver,39.72200012207031°F,,,,,,
2017-04-21T22:15:00-06:00 Denver,39.560001373291016°F,,,,,,
2017-04-21T22:20:00-06:00 Denver,39.86600112915039°F,,,,,,
2017-04-21T22:25:00-06:00 Denver,39.21799850463867°F,,,,,,
2017-04-21T22:30:00-06:00 Denver,38.624000549316406°F,,,,,,
2017-04-21T22:35:00-06:00 Denver,39.16400146484375°F,,,,,,
2017-04-21T22:40:00-06:00 Denver,39.487998962402344°F,,,,,,
2017-04-21T22:45:00-06:00 Denver,38.641998291015625°F,,,,,,
2017-04-21T22:50:00-06:00 Denver,39.055999755859375°F,,,,,,
2017-04-21T22:55:00-06:00 Denver,39.32600021362305°F,,,,,,
2017-04-21T23:00:00-06:00 Denver,38.948001861572266°F,,,,,,
2017-04-21T23:05:00-06:00 Denver,38.46200180053711°F,,,,,,
2017-04-21T23:10:00-06:00 Denver,38.69599914550781°F,,,,,,
2017-04-21T23:15:00-06:00 Denver,38.354000091552734°F,,,,,,
2017-04-21T23:20:00-06:00 Denver,38.29999923706055°F,,,,,,
2017-04-21T23:25:00-06:00 Denver,38.15599822998047°F,,,,,,
2017-04-21T23:30:00-06:00 Denver,37.7239990234375°F,,,,,,
2017-04-21T23:35:00-06:00 Denver,37.86800003051758°F,,,,,,
2017-04-21T23:40:00-06:00 Denver,37.61600112915039°F,,,,,,
2017-04-21T23:45:00-06:00 Denver,38.17399978637695°F,,,,,,
2017-04-21T23:50:00-06:00 Denver,37.5260009765625°F,,,,,,
2017-04-21T23:55:00-06:00 Denver,38.22800064086914°F,,,,,,
2017-04-22T00:00:00-06:00 Denver,38.60599899291992°F,,341.6664129892985A,-7.810383319854736kW,365.57337856292725A,329.923699537913A,0kWh
2017-04-22T00:05:00-06:00 Denver,38.22800064086914°F,,,,,,
2017-04-22T00:10:00-06:00 Denver,38.40800094604492°F,,,,,,
2017-04-22T00:15:00-06:00 Denver,38.551998138427734°F,,,,,,
2017-04-22T00:20:00-06:00 Denver,38.69599914550781°F,,,,,,
2017-04-22T00:25:00-06:00 Denver,38.534000396728516°F,,,,,,
2017-04-22T00:30:00-06:00 Denver,38.17399978637695°F,,,,,,
2017-04-22T00:35:00-06:00 Denver,37.86800003051758°F,,,,,,
2017-04-22T00:40:00-06:00 Denver,37.7599983215332°F,,,,,,
2017-04-22T00:45:00-06:00 Denver,38.49800109863281°F,,,,,,
2017-04-22T00:50:00-06:00 Denver,38.60599899291992°F,,,,,,
2017-04-22T00:55:00-06:00 Denver,38.551998138427734°F,,,,,,
2017-04-22T01:00:00-06:00 Denver,38.858001708984375°F,,,,,,
2017-04-22T01:05:00-06:00 Denver,38.7140007019043°F,,,,,,
2017-04-22T01:10:00-06:00 Denver,38.47999954223633°F,,,,,,
2017-04-22T01:15:00-06:00 Denver,38.15599822998047°F,,,,,,
2017-04-22T01:20:00-06:00 Denver,38.08399963378906°F,,,,,,
2017-04-22T01:25:00-06:00 Denver,38.641998291015625°F,,,,,,
2017-04-22T01:30:00-06:00 Denver,38.875999450683594°F,,,,,,
2017-04-22T01:35:00-06:00 Denver,37.99399948120117°F,,,,,,
2017-04-22T01:40:00-06:00 Denver,38.04800033569336°F,,,,,,
2017-04-22T01:45:00-06:00 Denver,38.263999938964844°F,,,,,,
2017-04-22T01:50:00-06:00 Denver,38.38999938964844°F,,,,,,
2017-04-22T01:55:00-06:00 Denver,38.29999923706055°F,,,,,,
2017-04-22T02:00:00-06:00 Denver,37.99399948120117°F,,,,,,
2017-04-22T02:05:00-06:00 Denver,37.6879997253418°F,,,,,,
2017-04-22T02:10:00-06:00 Denver,38.10200119018555°F,,,,,,
2017-04-22T02:15:00-06:00 Denver,38.80400085449219°F,,,,,,
2017-04-22T02:20:00-06:00 Denver,38.15599822998047°F,,,,,,
2017-04-22T02:25:00-06:00 Denver,38.13800048828125°F,,,,,,
2017-04-22T02:30:00-06:00 Denver,38.42599868774414°F,,,,,,
2017-04-22T02:35:00-06:00 Denver,38.40800094604492°F,,,,,,
2017-04-22T02:40:00-06:00 Denver,37.90399932861328°F,,,,,,
2017-04-22T02:45:00-06:00 Denver,37.61600112915039°F,,,,,,
2017-04-22T02:50:00-06:00 Denver,37.90399932861328°F,,,,,,
2017-04-22T02:55:00-06:00 Denver,37.417999267578125°F,,,,,,
2017-04-22T03:00:00-06:00 Denver,36.75199890136719°F,,,,,,
2017-04-22T03:05:00-06:00 Denver,36.64400100708008°F,,,,,,
2017-04-22T03:10:00-06:00 Denver,36.6619987487793°F,,,,,,
2017-04-22T03:15:00-06:00 Denver,37.040000915527344°F,,,,,,
2017-04-22T03:20:00-06:00 Denver,37.310001373291016°F,,,,,,
2017-04-22T03:25:00-06:00 Denver,37.7599983215332°F,,,,,,
2017-04-22T03:30:00-06:00 Denver,38.209999084472656°F,,,,,,
2017-04-22T03:35:00-06:00 Denver,37.86800003051758°F,,,,,,
2017-04-22T03:40:00-06:00 Denver,37.77799987792969°F,,,,,,
2017-04-22T03:45:00-06:00 Denver,38.119998931884766°F,,,,,,
2017-04-22T03:50:00-06:00 Denver,37.86800003051758°F,,,,,,
