Timestamp,"Layton, UT Sunrise/Sunset","Layton, UT Humidity","Layton, UT Cond","Layton, UT Temp",Museum of Natural History Temp,Museum of Natural History Humidity,"Salt Lake City, UT Temp","Salt Lake City, UT Cond","Salt Lake City, UT Sunrise/Sunset","Salt Lake City, UT Humidity"
2017-04-23T07:15:00-06:00 Denver,"","","","",50.737998962402344°F,"","","","",""
2017-04-23T07:20:00-06:00 Denver,"","","","",49.72999954223633°F,"","","","",""
2017-04-23T07:25:00-06:00 Denver,"","","","",48.36199951171875°F,"","","","",""
2017-04-23T07:30:00-06:00 Denver,"","","","",49.06399917602539°F,"","","","",""
2017-04-23T07:35:00-06:00 Denver,"","","","",50.0359992980957°F,"","","","",""
2017-04-23T07:40:00-06:00 Denver,"","","","",49.71200180053711°F,"","","","",""
2017-04-23T07:45:00-06:00 Denver,"","","","",48.9379997253418°F,"","","","",""
2017-04-23T07:50:00-06:00 Denver,"","","","",48.88399887084961°F,"","","","",""
2017-04-23T07:55:00-06:00 Denver,"","","","",50.75600051879883°F,"","","","",""
2017-04-23T08:00:00-06:00 Denver,"",49%,1,47°F,51.36800003051758°F,"",54°F,1_unknown,"",43%
2017-04-23T08:05:00-06:00 Denver,"","","","",51.13399887084961°F,"","","","",""
2017-04-23T08:10:00-06:00 Denver,"","","","",51.1879997253418°F,"","","","",""
2017-04-23T08:15:00-06:00 Denver,"","","","",51.20600128173828°F,"","","","",""
2017-04-23T08:20:00-06:00 Denver,"","","","",50.9900016784668°F,"","","","",""
2017-04-23T08:25:00-06:00 Denver,"","","","",50.95399856567383°F,"","","","",""
2017-04-23T08:30:00-06:00 Denver,"","","","",50.737998962402344°F,"","","","",""
2017-04-23T08:35:00-06:00 Denver,"","","","",50.66600036621094°F,"","","","",""
2017-04-23T08:40:00-06:00 Denver,"","","","",50.77399826049805°F,"","","","",""
2017-04-23T08:45:00-06:00 Denver,"","","","",51.81800079345703°F,"","","","",""
2017-04-23T08:50:00-06:00 Denver,"","","","",51.97999954223633°F,"","","","",""
2017-04-23T08:55:00-06:00 Denver,"","","","",52.19599914550781°F,"","","","",""
2017-04-23T09:00:00-06:00 Denver,"",50%,1,49°F,52.61000061035156°F,"",56°F,1_unknown,"",41%
2017-04-23T09:05:00-06:00 Denver,"","","","",53.13199996948242°F,"","","","",""
2017-04-23T09:10:00-06:00 Denver,"","","","",53.20399856567383°F,"","","","",""
2017-04-23T09:15:00-06:00 Denver,"","","","",53.599998474121094°F,"","","","",""
2017-04-23T09:20:00-06:00 Denver,"","","","",53.54600143432617°F,"","","","",""
2017-04-23T09:25:00-06:00 Denver,"","","","",53.79800033569336°F,"","","","",""
2017-04-23T09:30:00-06:00 Denver,"","","","",54.26599884033203°F,"","","","",""
2017-04-23T09:35:00-06:00 Denver,"","","","",54.78799819946289°F,"","","","",""
2017-04-23T09:40:00-06:00 Denver,"","","","",54.84199905395508°F,"","","","",""
2017-04-23T09:45:00-06:00 Denver,"","","","",54.91400146484375°F,"","","","",""
2017-04-23T09:50:00-06:00 Denver,"","","","",55.02199935913086°F,"","","","",""
2017-04-23T09:55:00-06:00 Denver,"","","","",55.11199951171875°F,"","","","",""
2017-04-23T10:00:00-06:00 Denver,"",43%,1,53°F,55.88600158691406°F,"",60°F,1_unknown,"",36%
2017-04-23T10:05:00-06:00 Denver,"","","","",55.922000885009766°F,"","","","",""
2017-04-23T10:10:00-06:00 Denver,"","","","",56.08399963378906°F,"","","","",""
2017-04-23T10:15:00-06:00 Denver,"","","","",56.08399963378906°F,"","","","",""
2017-04-23T10:20:00-06:00 Denver,"","","","",56.49800109863281°F,"","","","",""
2017-04-23T10:25:00-06:00 Denver,"","","","",57.52399826049805°F,"","","","",""
2017-04-23T10:30:00-06:00 Denver,"","","","",57.68600082397461°F,"","","","",""
2017-04-23T10:35:00-06:00 Denver,"","","","",58.24399948120117°F,"","","","",""
2017-04-23T10:40:00-06:00 Denver,"","","","",59.36000061035156°F,"","","","",""
2017-04-23T10:45:00-06:00 Denver,"","","","",59.97200012207031°F,"","","","",""
2017-04-23T10:50:00-06:00 Denver,"","","","",59.77399826049805°F,"","","","",""
2017-04-23T10:55:00-06:00 Denver,"","","","",59.683998107910156°F,"","","","",""
2017-04-23T11:00:00-06:00 Denver,"",36%,3,58°F,60.67399978637695°F,"",64°F,2_unknown,"",31%
2017-04-23T11:05:00-06:00 Denver,"","","","",60.04399871826172°F,"","","","",""
2017-04-23T11:10:00-06:00 Denver,"","","","",60.40399932861328°F,"","","","",""
2017-04-23T11:15:00-06:00 Denver,"","","","",60.74599838256836°F,"","","","",""
2017-04-23T11:20:00-06:00 Denver,"","","","",61.034000396728516°F,"","","","",""
2017-04-23T11:25:00-06:00 Denver,"","","","",60.96200180053711°F,"","","","",""
2017-04-23T11:30:00-06:00 Denver,"","","","",61.53799819946289°F,"","","","",""
2017-04-23T11:35:00-06:00 Denver,"","","","",61.321998596191406°F,"","","","",""
2017-04-23T11:40:00-06:00 Denver,"","","","",61.52000045776367°F,"","","","",""
2017-04-23T11:45:00-06:00 Denver,"","","","",61.10599899291992°F,"","","","",""
2017-04-23T11:50:00-06:00 Denver,"","","","",61.736000061035156°F,"","","","",""
2017-04-23T11:55:00-06:00 Denver,"","","","",61.43000030517578°F,"","","","",""
2017-04-23T12:00:00-06:00 Denver,"",29%,3,63°F,61.4119987487793°F,"",68°F,2_unknown,"",26%
2017-04-23T12:05:00-06:00 Denver,"","","","",62.2400016784668°F,"","","","",""
2017-04-23T12:10:00-06:00 Denver,"","","","",62.13199996948242°F,"","","","",""
2017-04-23T12:15:00-06:00 Denver,"","","","",62.38399887084961°F,"","","","",""
2017-04-23T12:20:00-06:00 Denver,"","","","",62.492000579833984°F,"","","","",""
2017-04-23T12:25:00-06:00 Denver,"","","","",62.13199996948242°F,"","","","",""
2017-04-23T12:30:00-06:00 Denver,"","","","",62.347999572753906°F,"","","","",""
2017-04-23T12:35:00-06:00 Denver,"","","","",61.358001708984375°F,"","","","",""
2017-04-23T12:40:00-06:00 Denver,"","","","",61.91600036621094°F,"","","","",""
2017-04-23T12:45:00-06:00 Denver,"","","","",63.104000091552734°F,"","","","",""
2017-04-23T12:50:00-06:00 Denver,"","","","",63.6619987487793°F,"","","","",""
2017-04-23T12:55:00-06:00 Denver,"","","","",63.284000396728516°F,"","","","",""
2017-04-23T13:00:00-06:00 Denver,"",30%,3,62°F,63.301998138427734°F,"",67°F,2_unknown,"",29%
2017-04-23T13:05:00-06:00 Denver,"","","","",63.96799850463867°F,"","","","",""
2017-04-23T13:10:00-06:00 Denver,"","","","",64.34600067138672°F,"","","","",""
2017-04-23T13:15:00-06:00 Denver,"","","","",64.61599731445312°F,"","","","",""
2017-04-23T13:20:00-06:00 Denver,"","","","",65.17400360107422°F,"","","","",""
2017-04-23T13:25:00-06:00 Denver,"","","","",66.47000122070312°F,"","","","",""
2017-04-23T13:30:00-06:00 Denver,"","","","",64.58000183105469°F,"","","","",""
2017-04-23T13:35:00-06:00 Denver,"","","","",64.5260009765625°F,"","","","",""
2017-04-23T13:40:00-06:00 Denver,"","","","",65.0479965209961°F,"","","","",""
2017-04-23T13:45:00-06:00 Denver,"","","","",64.95800018310547°F,"","","","",""
2017-04-23T13:50:00-06:00 Denver,"","","","",64.56199645996094°F,"","","","",""
2017-04-23T13:55:00-06:00 Denver,"","","","",64.43599700927734°F,"","","","",""
2017-04-23T14:00:00-06:00 Denver,"",32%,2,62°F,64.99400329589844°F,"",65°F,1_unknown,"",31%
2017-04-23T14:05:00-06:00 Denver,"","","","",64.9219970703125°F,"","","","",""
2017-04-23T14:10:00-06:00 Denver,"","","","",64.76000213623047°F,"","","","",""
2017-04-23T14:15:00-06:00 Denver,"","","","",63.75199890136719°F,"","","","",""
2017-04-23T14:20:00-06:00 Denver,"","","","",63.06800079345703°F,"","","","",""
2017-04-23T14:25:00-06:00 Denver,"","","","",62.20399856567383°F,"","","","",""
2017-04-23T14:30:00-06:00 Denver,"","","","",61.375999450683594°F,"","","","",""
2017-04-23T14:35:00-06:00 Denver,"","","","",60.99800109863281°F,"","","","",""
2017-04-23T14:40:00-06:00 Denver,"","","","",60.47600173950195°F,"","","","",""
2017-04-23T14:45:00-06:00 Denver,"","","","",60.63800048828125°F,"","","","",""
2017-04-23T14:50:00-06:00 Denver,"","","","",60.31399917602539°F,"","","","",""
2017-04-23T14:55:00-06:00 Denver,"","","","",60.0260009765625°F,"","","","",""
2017-04-23T15:00:00-06:00 Denver,"",33%,2,61°F,60.08000183105469°F,"",63°F,1_unknown,"",34%
2017-04-23T15:05:00-06:00 Denver,"","","","",60.11600112915039°F,"","","","",""
2017-04-23T15:10:00-06:00 Denver,"","","","",60.47600173950195°F,"","","","",""
2017-04-23T15:15:00-06:00 Denver,"","","","",60.763999938964844°F,"","","","",""
2017-04-23T15:20:00-06:00 Denver,"","","","",60.79999923706055°F,"","","","",""
2017-04-23T15:25:00-06:00 Denver,"","","","",61.0880012512207°F,"","","","",""
2017-04-23T15:30:00-06:00 Denver,"","","","",62.02399826049805°F,"","","","",""
2017-04-23T15:35:00-06:00 Denver,"","","","",62.2760009765625°F,"","","","",""
2017-04-23T15:40:00-06:00 Denver,"","","","",62.582000732421875°F,"","","","",""
2017-04-23T15:45:00-06:00 Denver,"","","","",62.816001892089844°F,"","","","",""
2017-04-23T15:50:00-06:00 Denver,"","","","",62.3120002746582°F,"","","","",""
2017-04-23T15:55:00-06:00 Denver,"","","","",62.22200012207031°F,"","","","",""
2017-04-23T16:00:00-06:00 Denver,"",35%,2,60°F,61.465999603271484°F,"",62°F,1_unknown,"",35%
2017-04-23T16:05:00-06:00 Denver,"","","","",61.141998291015625°F,"","","","",""
2017-04-23T16:10:00-06:00 Denver,"","","","",61.321998596191406°F,"","","","",""
2017-04-23T16:15:00-06:00 Denver,"","","","",61.375999450683594°F,"","","","",""
2017-04-23T16:20:00-06:00 Denver,"","","","",62.20399856567383°F,"","","","",""
2017-04-23T16:25:00-06:00 Denver,"","","","",62.4739990234375°F,"","","","",""
2017-04-23T16:30:00-06:00 Denver,"","","","",62.79800033569336°F,"","","","",""
2017-04-23T16:35:00-06:00 Denver,"","","","",62.869998931884766°F,"","","","",""
2017-04-23T16:40:00-06:00 Denver,"","","","",61.71799850463867°F,"","","","",""
2017-04-23T16:45:00-06:00 Denver,"","","","",61.30400085449219°F,"","","","",""
2017-04-23T16:50:00-06:00 Denver,"","","","",61.01599884033203°F,"","","","",""
2017-04-23T16:55:00-06:00 Denver,"","","","",62.11399841308594°F,"","","","",""
2017-04-23T17:00:00-06:00 Denver,"",36%,4,59°F,61.71799850463867°F,"",62°F,4_unknown,"",37%
2017-04-23T17:05:00-06:00 Denver,"","","","",60.81800079345703°F,"","","","",""
2017-04-23T17:10:00-06:00 Denver,"","","","",60.944000244140625°F,"","","","",""
2017-04-23T17:15:00-06:00 Denver,"","","","",60.58399963378906°F,"","","","",""
2017-04-23T17:20:00-06:00 Denver,"","","","",60.04399871826172°F,"","","","",""
2017-04-23T17:25:00-06:00 Denver,"","","","",59.09000015258789°F,"","","","",""
2017-04-23T17:30:00-06:00 Denver,"","","","",58.099998474121094°F,"","","","",""
2017-04-23T17:35:00-06:00 Denver,"","","","",57.63199996948242°F,"","","","",""
2017-04-23T17:40:00-06:00 Denver,"","","","",57.577999114990234°F,"","","","",""
2017-04-23T17:45:00-06:00 Denver,"","","","",57.52399826049805°F,"","","","",""
2017-04-23T17:50:00-06:00 Denver,"","","","",57.32600021362305°F,"","","","",""
2017-04-23T17:55:00-06:00 Denver,"","","","",57.39799880981445°F,"","","","",""
2017-04-23T18:00:00-06:00 Denver,"",38%,4,58°F,57.487998962402344°F,"",61°F,4_unknown,"",38%
2017-04-23T18:05:00-06:00 Denver,"","","","",57.30799865722656°F,"","","","",""
2017-04-23T18:10:00-06:00 Denver,"","","","",57.09199905395508°F,"","","","",""
2017-04-23T18:15:00-06:00 Denver,"","","","",56.965999603271484°F,"","","","",""
2017-04-23T18:20:00-06:00 Denver,"","","","",56.98400115966797°F,"","","","",""
2017-04-23T18:25:00-06:00 Denver,"","","","",57.12799835205078°F,"","","","",""
2017-04-23T18:30:00-06:00 Denver,"","","","",57.055999755859375°F,"","","","",""
2017-04-23T18:35:00-06:00 Denver,"","","","",56.875999450683594°F,"","","","",""
2017-04-23T18:40:00-06:00 Denver,"","","","",56.56999969482422°F,"","","","",""
2017-04-23T18:45:00-06:00 Denver,"","","","",56.22800064086914°F,"","","","",""
2017-04-23T18:50:00-06:00 Denver,"","","","",55.86800003051758°F,"","","","",""
2017-04-23T18:55:00-06:00 Denver,"","","","",55.36399841308594°F,"","","","",""
2017-04-23T19:00:00-06:00 Denver,"",42%,4,56°F,55.11199951171875°F,"",59°F,4_unknown,"",42%
2017-04-23T19:05:00-06:00 Denver,"","","","",55.02199935913086°F,"","","","",""
2017-04-23T19:10:00-06:00 Denver,"","","","",54.87799835205078°F,"","","","",""
2017-04-23T19:15:00-06:00 Denver,"","","","",54.77000045776367°F,"","","","",""
2017-04-23T19:20:00-06:00 Denver,"","","","",54.6619987487793°F,"","","","",""
2017-04-23T19:25:00-06:00 Denver,"","","","",54.571998596191406°F,"","","","",""
2017-04-23T19:30:00-06:00 Denver,"","","","",54.428001403808594°F,"","","","",""
2017-04-23T19:35:00-06:00 Denver,"","","","",54.481998443603516°F,"","","","",""
2017-04-23T19:40:00-06:00 Denver,"","","","",54.698001861572266°F,"","","","",""
2017-04-23T19:45:00-06:00 Denver,"","","","",54.805999755859375°F,"","","","",""
2017-04-23T19:50:00-06:00 Denver,"","","","",55.27399826049805°F,"","","","",""
2017-04-23T19:55:00-06:00 Denver,"","","","",55.742000579833984°F,"","","","",""
2017-04-23T20:00:00-06:00 Denver,"",45%,4,54°F,55.88600158691406°F,"",58°F,4_unknown,"",46%
2017-04-23T20:05:00-06:00 Denver,"","","","",55.90399932861328°F,"","","","",""
2017-04-23T20:10:00-06:00 Denver,"","","","",54.93199920654297°F,"","","","",""
2017-04-23T20:15:00-06:00 Denver,"","","","",53.762001037597656°F,"","","","",""
2017-04-23T20:16:00-06:00 Denver,false,"","","","","","","",false,""
2017-04-23T20:20:00-06:00 Denver,"","","","",53.347999572753906°F,"","","","",""
2017-04-23T20:25:00-06:00 Denver,"","","","",53.04199981689453°F,"","","","",""
2017-04-23T20:30:00-06:00 Denver,"","","","",52.71799850463867°F,"","","","",""
2017-04-23T20:35:00-06:00 Denver,"","","","",52.321998596191406°F,"","","","",""
2017-04-23T20:40:00-06:00 Denver,"","","","",52.19599914550781°F,"","","","",""
2017-04-23T20:45:00-06:00 Denver,"","","","",52.231998443603516°F,"","","","",""
2017-04-23T20:50:00-06:00 Denver,"","","","",51.99800109863281°F,"","","","",""
2017-04-23T20:55:00-06:00 Denver,"","","","",52.051998138427734°F,"","","","",""
2017-04-23T21:00:00-06:00 Denver,"",49%,4,52°F,52.19599914550781°F,"",56°F,4_unknown,"",50%
2017-04-23T21:05:00-06:00 Denver,"","","","",52.321998596191406°F,"","","","",""
2017-04-23T21:10:00-06:00 Denver,"","","","",52.448001861572266°F,"","","","",""
2017-04-23T21:15:00-06:00 Denver,"","","","",51.854000091552734°F,"","","","",""
2017-04-23T21:20:00-06:00 Denver,"","","","",50.95399856567383°F,"","","","",""
2017-04-23T21:25:00-06:00 Denver,"","","","",50.93600082397461°F,"","","","",""
2017-04-23T21:30:00-06:00 Denver,"","","","",51.96200180053711°F,"","","","",""
2017-04-23T21:35:00-06:00 Denver,"","","","",52.124000549316406°F,"","","","",""
2017-04-23T21:40:00-06:00 Denver,"","","","",51.74599838256836°F,"","","","",""
2017-04-23T21:45:00-06:00 Denver,"","","","",51.67399978637695°F,"","","","",""
2017-04-23T21:50:00-06:00 Denver,"","","","",52.01599884033203°F,"","","","",""
2017-04-23T21:55:00-06:00 Denver,"","","","",51.54800033569336°F,"","","","",""
2017-04-23T22:00:00-06:00 Denver,"",52%,4,51°F,50.97200012207031°F,"",54°F,4_unknown,"",52%
2017-04-23T22:05:00-06:00 Denver,"","","","",50.64799880981445°F,"","","","",""
2017-04-23T22:10:00-06:00 Denver,"","","","",50.61199951171875°F,"","","","",""
2017-04-23T22:15:00-06:00 Denver,"","","","",50.215999603271484°F,"","","","",""
2017-04-23T22:20:00-06:00 Denver,"","","","",50°F,"","","","",""
2017-04-23T22:25:00-06:00 Denver,"","","","",50.36000061035156°F,"","","","",""
2017-04-23T22:30:00-06:00 Denver,"","","","",50.55799865722656°F,"","","","",""
2017-04-23T22:35:00-06:00 Denver,"","","","",50.41400146484375°F,"","","","",""
2017-04-23T22:40:00-06:00 Denver,"","","","",50.27000045776367°F,"","","","",""
2017-04-23T22:45:00-06:00 Denver,"","","","",49.56800079345703°F,"","","","",""
2017-04-23T22:50:00-06:00 Denver,"","","","",48.487998962402344°F,"","","","",""
2017-04-23T22:55:00-06:00 Denver,"","","","",48.145999908447266°F,"","","","",""
2017-04-23T23:00:00-06:00 Denver,"",54%,1,50°F,47.89400100708008°F,"",52°F,1_unknown,"",55%
2017-04-23T23:05:00-06:00 Denver,"","","","",47.89400100708008°F,"","","","",""
2017-04-23T23:10:00-06:00 Denver,"","","","",47.08399963378906°F,"","","","",""
2017-04-23T23:15:00-06:00 Denver,"","","","",46.327999114990234°F,"","","","",""
2017-04-23T23:20:00-06:00 Denver,"","","","",45.84199905395508°F,"","","","",""
2017-04-23T23:25:00-06:00 Denver,"","","","",45.284000396728516°F,"","","","",""
2017-04-23T23:30:00-06:00 Denver,"","","","",45.481998443603516°F,"","","","",""
2017-04-23T23:35:00-06:00 Denver,"","","","",45.22999954223633°F,"","","","",""
2017-04-23T23:40:00-06:00 Denver,"","","","",45.15800094604492°F,"","","","",""
2017-04-23T23:45:00-06:00 Denver,"","","","",45.608001708984375°F,"","","","",""
2017-04-23T23:50:00-06:00 Denver,"","","","",46.07600021362305°F,"","","","",""
2017-04-23T23:55:00-06:00 Denver,"","","","",46.14799880981445°F,"","","","",""
2017-04-24T00:00:00-06:00 Denver,"",57%,1,49°F,45.625999450683594°F,"",50°F,1_unknown,"",57%
2017-04-24T00:05:00-06:00 Denver,"","","","",46.47200012207031°F,"","","","",""
2017-04-24T00:10:00-06:00 Denver,"","","","",46.27399826049805°F,"","","","",""
2017-04-24T00:15:00-06:00 Denver,"","","","",46.237998962402344°F,"","","","",""
2017-04-24T00:20:00-06:00 Denver,"","","","",47.60599899291992°F,"","","","",""
2017-04-24T00:25:00-06:00 Denver,"","","","",47.641998291015625°F,"","","","",""
2017-04-24T00:30:00-06:00 Denver,"","","","",46.66999816894531°F,"","","","",""
2017-04-24T00:35:00-06:00 Denver,"","","","",48.18199920654297°F,"","","","",""
2017-04-24T00:40:00-06:00 Denver,"","","","",47.858001708984375°F,"","","","",""
2017-04-24T00:45:00-06:00 Denver,"","","","",46.742000579833984°F,"","","","",""
2017-04-24T00:50:00-06:00 Denver,"","","","",47.37200164794922°F,"","","","",""
2017-04-24T00:55:00-06:00 Denver,"","","","",46.66999816894531°F,"","","","",""
2017-04-24T01:00:00-06:00 Denver,"",58%,1,47°F,46.45399856567383°F,"",50°F,1_unknown,"",58%
2017-04-24T01:05:00-06:00 Denver,"","","","",46.54399871826172°F,"","","","",""
2017-04-24T01:10:00-06:00 Denver,"","","","",46.61600112915039°F,"","","","",""
2017-04-24T01:15:00-06:00 Denver,"","","","",46.507999420166016°F,"","","","",""
2017-04-24T01:20:00-06:00 Denver,"","","","",46.5620002746582°F,"","","","",""
2017-04-24T01:25:00-06:00 Denver,"","","","",47.31800079345703°F,"","","","",""
2017-04-24T01:30:00-06:00 Denver,"","","","",47.15599822998047°F,"","","","",""
2017-04-24T01:35:00-06:00 Denver,"","","","",47.012001037597656°F,"","","","",""
2017-04-24T01:40:00-06:00 Denver,"","","","",46.742000579833984°F,"","","","",""
2017-04-24T01:45:00-06:00 Denver,"","","","",46.5260009765625°F,"","","","",""
2017-04-24T01:50:00-06:00 Denver,"","","","",46.832000732421875°F,"","","","",""
2017-04-24T01:55:00-06:00 Denver,"","","","",46.95800018310547°F,"","","","",""
2017-04-24T02:00:00-06:00 Denver,"",60%,1,46°F,47.13800048828125°F,"",49°F,1_unknown,"",59%
2017-04-24T02:05:00-06:00 Denver,"","","","",48.07400131225586°F,"","","","",""
2017-04-24T02:10:00-06:00 Denver,"","","","",49.0099983215332°F,"","","","",""
2017-04-24T02:15:00-06:00 Denver,"","","","",48.54199981689453°F,"","","","",""
2017-04-24T02:20:00-06:00 Denver,"","","","",48.32600021362305°F,"","","","",""
2017-04-24T02:25:00-06:00 Denver,"","","","",48.470001220703125°F,"","","","",""
2017-04-24T02:30:00-06:00 Denver,"","","","",48.54199981689453°F,"","","","",""
2017-04-24T02:35:00-06:00 Denver,"","","","",48.470001220703125°F,"","","","",""
2017-04-24T02:40:00-06:00 Denver,"","","","",47.31800079345703°F,"","","","",""
